hour,is_weekend,flight_delay,has_major_event,day_encoded,season_encoded,lounge_encoded,capacity
8,1,0,0,2,2,3,188
14,1,0,0,3,3,1,97
7,1,0,0,2,1,0,182
0,0,0,0,0,2,2,128
19,0,0,0,4,1,0,182
5,1,0,0,2,0,2,128
9,0,1,0,0,3,3,188
5,0,1,0,0,1,2,128
9,1,0,0,3,3,1,97
2,0,0,0,0,2,3,188
14,0,0,0,5,3,3,188
7,0,0,0,4,2,0,182
1,0,0,0,5,2,1,97
16,1,0,0,3,2,2,128
15,0,0,0,6,3,1,97
1,0,0,0,1,1,3,188
12,0,0,0,5,0,0,182
13,0,0,0,5,3,3,188
21,0,0,0,1,0,2,128
11,0,0,0,0,0,0,182
6,0,0,0,4,2,0,182
16,0,0,0,4,1,3,188
13,0,0,0,1,0,0,182
10,0,0,0,6,1,2,128
21,0,0,0,1,2,1,97
23,0,0,0,4,3,2,128
5,1,0,1,3,3,2,128
7,0,1,1,1,0,2,128
6,0,0,0,1,2,3,188
23,1,0,0,3,3,3,188
9,0,0,0,5,1,2,128
2,0,0,0,1,2,1,97
1,0,0,0,0,2,3,188
2,0,0,0,6,3,0,182
6,0,0,0,6,3,3,188
17,0,1,0,5,1,1,97
18,0,1,0,4,2,1,97
4,0,0,0,0,0,1,97
6,0,0,0,4,0,1,97
19,1,0,0,3,2,3,188
15,0,0,0,1,0,3,188
15,0,1,0,5,2,1,97
4,1,0,0,2,0,3,188
16,0,0,0,6,3,0,182
5,0,0,0,4,3,1,97
18,0,1,0,5,0,1,97
5,0,0,0,1,2,1,97
0,1,0,0,3,3,3,188
17,0,0,0,1,2,3,188
23,1,0,0,2,3,0,182
13,0,0,0,4,1,3,188
16,0,0,0,6,0,2,128
3,1,0,0,2,2,2,128
23,1,0,0,2,3,1,97
6,0,0,0,0,2,1,97
10,1,0,0,2,0,0,182
1,0,0,0,6,3,3,188
23,0,0,0,0,0,2,128
13,1,0,0,3,0,1,97
2,0,0,0,1,2,0,182
22,0,0,0,4,1,2,128
11,0,0,0,1,3,1,97
18,0,1,0,4,2,3,188
14,0,0,0,6,1,2,128
5,0,0,0,6,0,3,188
15,1,0,0,3,3,2,128
18,0,0,0,6,1,1,97
23,0,0,1,5,1,3,188
4,0,0,0,6,1,1,97
7,0,0,0,6,2,1,97
19,0,0,0,0,2,1,97
19,0,0,0,0,0,2,128
3,0,0,0,4,2,2,128
22,0,0,0,4,3,0,182
15,0,1,0,0,3,0,182
23,0,0,0,1,0,2,128
18,0,0,0,4,3,1,97
0,0,0,0,1,3,2,128
23,1,0,0,2,1,2,128
0,0,0,0,6,3,0,182
1,1,0,1,2,2,3,188
16,0,0,0,4,3,0,182
18,1,0,0,2,1,1,97
3,0,0,0,1,2,2,128
19,0,0,0,5,1,0,182
17,0,0,0,1,1,0,182
5,1,0,0,2,1,0,182
19,1,0,0,2,2,1,97
11,0,0,0,5,2,0,182
13,0,0,0,5,0,1,97
3,1,1,0,2,2,3,188
20,0,0,0,1,0,0,182
5,1,0,0,3,0,3,188
1,0,0,0,5,1,3,188
16,1,0,0,2,1,2,128
10,0,1,0,5,2,2,128
14,0,0,0,6,3,0,182
3,1,0,0,3,1,2,128
14,0,0,0,0,2,2,128
8,1,0,0,2,0,2,128
10,0,0,0,0,3,2,128
10,1,0,0,3,3,1,97
10,0,0,0,5,0,2,128
8,1,0,0,3,2,2,128
11,1,0,0,3,2,0,182
22,0,0,0,5,0,3,188
22,0,0,0,1,3,2,128
17,0,0,0,0,3,0,182
11,0,0,0,5,1,1,97
16,0,1,0,6,3,3,188
11,0,0,0,0,1,0,182
9,0,0,0,5,0,2,128
3,0,1,0,4,2,1,97
11,0,0,0,4,1,3,188
17,0,0,0,1,1,3,188
4,0,0,0,4,2,0,182
21,0,0,0,5,1,1,97
19,0,0,0,1,3,1,97
15,0,1,0,0,0,2,128
15,0,1,0,6,2,3,188
2,0,0,0,0,0,3,188
7,0,1,0,6,1,0,182
22,0,1,0,4,1,0,182
6,1,1,0,3,3,3,188
23,1,0,0,2,0,1,97
0,1,0,1,3,0,0,182
2,1,0,0,2,3,1,97
2,1,0,0,2,0,2,128
1,0,1,0,4,1,0,182
9,0,0,0,5,3,0,182
3,0,0,0,1,3,1,97
12,0,0,0,1,1,0,182
12,0,0,0,6,1,1,97
10,0,0,0,1,3,2,128
17,0,0,1,4,3,0,182
0,1,0,0,3,0,1,97
10,1,0,0,2,2,1,97
17,0,0,1,4,1,0,182
12,0,0,0,6,3,0,182
2,0,0,0,5,0,3,188
4,1,0,0,2,1,0,182
1,0,0,0,0,1,3,188
3,1,0,0,3,2,1,97
2,0,0,0,5,0,3,188
18,0,0,0,1,1,2,128
3,1,0,0,3,3,2,128
15,1,0,0,3,0,3,188
0,0,1,0,5,2,3,188
6,0,1,0,0,0,2,128
13,0,0,0,5,2,1,97
2,0,1,0,5,0,2,128
0,0,0,0,5,1,0,182
22,0,0,1,6,0,0,182
0,0,0,0,5,2,1,97
0,1,0,0,3,0,3,188
19,0,0,0,1,1,2,128
22,1,1,0,2,2,0,182
20,0,1,0,0,2,0,182
21,1,0,0,3,0,1,97
6,0,0,0,6,1,3,188
15,0,0,0,4,1,0,182
20,0,0,0,4,2,3,188
14,1,0,0,3,2,1,97
1,1,0,0,3,1,1,97
16,0,0,0,5,0,0,182
13,0,0,0,5,0,0,182
15,1,1,0,3,2,2,128
22,0,0,0,6,0,2,128
21,0,0,0,6,1,2,128
6,0,0,0,0,2,0,182
2,1,0,1,3,3,2,128
11,1,0,0,3,2,3,188
8,0,0,0,4,2,2,128
15,1,1,1,2,2,3,188
4,0,0,0,5,3,3,188
3,0,0,0,0,2,1,97
9,0,0,0,5,2,1,97
3,0,1,0,4,0,3,188
12,0,0,0,1,3,3,188
14,0,0,0,4,1,3,188
7,0,0,0,4,2,2,128
14,0,1,0,1,1,3,188
17,0,0,1,0,2,3,188
13,1,0,0,3,2,2,128
18,0,0,0,4,1,2,128
17,0,0,0,4,1,1,97
3,1,0,0,2,3,2,128
21,0,0,0,4,3,3,188
0,1,0,0,2,2,3,188
12,0,0,0,4,0,1,97
3,1,0,0,2,1,3,188
4,0,0,0,1,0,3,188
4,0,0,0,0,2,1,97
3,1,0,0,3,1,1,97
4,0,0,0,6,2,3,188
11,1,0,0,3,1,3,188
12,0,0,0,1,3,0,182
23,0,0,0,0,3,2,128
22,0,0,0,5,1,2,128
15,0,0,0,5,0,3,188
1,1,0,0,3,2,1,97
8,1,1,0,3,2,0,182
3,0,0,0,0,2,3,188
3,1,0,0,2,2,1,97
14,0,0,0,5,2,3,188
17,0,1,0,5,1,3,188
5,1,0,0,3,0,3,188
7,0,0,0,0,3,3,188
9,0,0,0,4,0,1,97
8,1,0,0,3,2,3,188
18,0,0,0,5,0,2,128
13,0,0,0,6,2,0,182
14,0,0,0,4,2,3,188
16,1,0,0,2,0,3,188
8,1,0,0,3,2,3,188
14,0,0,0,5,3,1,97
18,0,0,0,5,1,2,128
0,0,0,0,6,1,1,97
22,0,0,0,4,0,3,188
8,0,0,1,0,1,3,188
9,1,0,0,3,2,0,182
14,0,0,0,5,0,1,97
16,0,0,0,1,2,3,188
4,0,0,1,4,3,0,182
12,1,0,0,3,2,1,97
9,0,0,0,4,2,1,97
13,0,0,0,4,3,3,188
2,0,0,0,5,0,3,188
14,1,1,0,3,3,0,182
14,0,1,0,5,2,0,182
23,0,0,0,0,1,0,182
20,1,0,0,3,3,3,188
19,1,0,0,3,2,0,182
0,0,1,0,5,3,3,188
5,0,0,0,1,2,1,97
18,0,1,0,1,2,1,97
18,0,0,0,4,3,3,188
8,0,0,0,6,0,0,182
9,1,0,0,3,0,3,188
2,0,0,0,0,3,0,182
13,1,0,0,3,2,0,182
3,0,0,0,1,1,1,97
14,0,0,0,0,2,1,97
7,0,0,0,1,3,1,97
10,0,0,0,5,0,0,182
18,0,0,0,6,3,3,188
23,0,0,0,1,2,3,188
5,0,0,0,6,3,1,97
10,0,0,0,5,2,3,188
4,1,0,0,2,0,3,188
21,0,0,0,5,2,1,97
12,0,0,0,1,0,0,182
12,0,0,0,1,1,0,182
0,0,0,0,1,1,0,182
18,0,1,0,6,2,3,188
23,0,0,0,6,2,2,128
6,0,0,0,1,2,2,128
7,0,0,0,0,2,2,128
4,0,0,0,6,2,3,188
1,1,0,0,2,2,2,128
2,0,0,0,4,3,2,128
11,0,0,0,4,3,1,97
22,0,0,0,5,3,2,128
16,0,0,0,0,2,1,97
14,0,0,0,5,3,0,182
18,0,0,0,0,1,3,188
7,1,1,0,2,2,2,128
7,0,0,0,0,1,2,128
2,0,0,0,0,3,1,97
17,1,0,0,3,2,3,188
8,1,0,0,2,2,0,182
10,0,1,0,0,3,3,188
4,0,0,1,5,1,3,188
4,0,0,0,5,1,2,128
6,0,0,0,0,2,2,128
9,0,0,0,1,1,0,182
16,1,0,0,3,0,3,188
13,1,0,0,3,1,2,128
20,0,0,0,0,3,2,128
2,1,0,0,2,3,2,128
2,0,0,0,5,0,0,182
12,0,0,0,6,3,2,128
22,1,0,0,3,3,0,182
0,0,1,0,5,3,3,188
10,0,0,0,1,0,0,182
4,0,0,0,0,0,2,128
22,1,0,0,2,1,0,182
10,0,0,0,4,3,3,188
2,0,0,0,5,0,1,97
13,1,1,0,2,0,1,97
6,1,0,0,2,1,3,188
16,0,1,0,6,3,0,182
6,0,0,0,4,1,0,182
17,0,0,0,6,3,0,182
21,1,0,0,3,2,2,128
10,1,0,0,2,3,3,188
1,0,0,0,0,3,2,128
19,0,0,0,1,1,2,128
20,1,0,0,2,0,3,188
21,0,0,0,1,2,3,188
13,0,0,1,6,1,1,97
6,0,0,0,4,2,0,182
20,1,0,0,3,1,0,182
20,0,0,0,4,0,2,128
12,1,0,0,3,1,2,128
6,0,0,0,5,3,3,188
12,1,0,1,3,0,0,182
1,0,0,0,0,1,0,182
23,1,1,0,2,1,2,128
12,0,1,0,6,1,3,188
20,0,0,0,6,3,1,97
21,0,0,0,4,0,3,188
13,0,0,0,4,2,1,97
21,1,0,0,2,3,0,182
17,0,0,0,5,3,2,128
11,0,0,0,6,0,2,128
21,0,0,0,0,1,3,188
14,0,0,0,1,3,0,182
18,0,1,0,1,0,1,97
13,0,0,0,4,1,0,182
18,1,0,0,3,0,2,128
13,0,0,0,5,3,3,188
20,1,0,0,2,2,0,182
6,1,0,0,2,2,0,182
20,0,1,0,4,2,1,97
11,1,0,0,3,3,0,182
15,0,0,0,5,0,1,97
2,0,0,0,4,2,0,182
15,1,1,0,3,2,0,182
20,0,0,0,1,1,2,128
2,0,0,0,6,3,0,182
1,0,0,0,5,3,1,97
7,0,0,0,1,0,3,188
15,1,0,0,3,2,0,182
3,1,1,1,2,2,0,182
21,0,0,0,0,0,1,97
6,0,0,0,0,3,0,182
15,0,0,0,5,1,1,97
19,1,0,0,2,2,3,188
22,0,0,0,1,1,0,182
17,0,0,0,6,2,1,97
23,1,0,0,2,1,3,188
15,1,1,0,3,3,0,182
12,1,0,0,2,2,1,97
9,0,0,0,1,2,3,188
11,0,0,0,6,3,1,97
22,1,0,0,3,1,3,188
18,0,0,0,4,3,3,188
4,0,0,0,5,0,2,128
22,0,0,0,4,0,1,97
14,1,0,0,3,1,0,182
22,0,0,0,6,0,0,182
10,0,0,0,5,2,2,128
2,0,1,0,0,2,0,182
8,0,0,0,1,0,2,128
17,0,0,1,4,0,0,182
6,1,0,0,2,0,1,97
13,0,0,0,5,3,2,128
4,0,0,0,6,3,0,182
0,0,1,0,4,2,2,128
14,0,0,0,1,2,1,97
4,0,1,0,4,0,0,182
19,0,0,0,0,3,2,128
17,1,1,0,3,1,1,97
13,0,0,0,0,1,3,188
20,0,0,0,0,3,1,97
11,0,0,0,5,3,0,182
1,0,0,0,6,1,2,128
23,0,1,0,5,1,3,188
7,1,0,0,2,2,3,188
22,0,0,0,6,0,2,128
8,0,0,0,1,2,1,97
10,0,0,0,0,1,3,188
22,0,0,0,6,3,3,188
11,1,0,0,2,0,3,188
4,0,0,0,4,0,3,188
0,1,1,0,3,2,2,128
3,1,0,0,2,2,3,188
22,0,1,0,0,3,3,188
12,0,0,0,1,3,2,128
19,0,0,0,0,0,0,182
16,1,0,0,3,3,1,97
7,1,0,0,3,2,3,188
22,0,0,0,0,0,1,97
15,0,0,0,5,0,0,182
11,1,0,0,2,2,3,188
0,0,0,0,6,2,3,188
12,1,0,0,2,0,0,182
18,0,0,0,1,1,1,97
21,0,0,0,0,0,3,188
0,0,0,0,6,1,3,188
6,0,1,0,0,1,1,97
15,1,0,0,2,2,1,97
4,1,0,0,3,1,3,188
23,0,0,0,6,3,1,97
22,0,0,0,1,1,1,97
16,0,0,0,0,1,0,182
12,0,1,1,5,3,2,128
7,0,0,0,4,2,3,188
0,0,1,0,1,2,1,97
23,0,1,1,5,3,2,128
1,0,0,0,6,3,0,182
21,0,0,0,1,3,1,97
23,0,0,0,0,1,1,97
14,0,0,0,5,2,0,182
3,1,1,0,2,3,1,97
7,0,0,0,4,2,3,188
17,0,0,0,6,3,2,128
12,0,0,0,6,3,3,188
17,0,0,0,5,3,2,128
0,0,0,0,5,3,2,128
16,0,0,0,1,2,3,188
14,0,1,0,0,2,3,188
1,0,0,0,4,0,1,97
8,1,0,0,3,3,3,188
20,0,0,0,5,0,0,182
0,0,0,0,0,2,1,97
20,1,0,0,2,1,3,188
4,0,0,0,5,3,1,97
16,1,0,0,3,1,1,97
18,1,1,0,2,2,0,182
16,0,0,0,5,0,1,97
17,0,0,0,4,2,0,182
7,1,0,0,3,2,3,188
23,0,0,0,1,1,0,182
20,0,1,0,1,3,0,182
18,1,1,0,2,1,3,188
5,0,0,0,1,1,2,128
15,1,0,0,3,2,2,128
16,0,0,0,4,2,3,188
0,1,0,0,2,1,0,182
5,1,0,0,2,0,1,97
0,1,0,0,3,3,0,182
21,0,0,0,6,1,1,97
3,0,1,0,5,2,2,128
18,1,0,0,3,3,0,182
0,0,0,0,0,1,0,182
3,1,0,0,3,3,0,182
10,0,0,0,0,0,0,182
2,1,0,0,2,0,0,182
19,0,0,0,6,3,0,182
11,0,0,0,0,0,0,182
5,0,0,1,4,3,0,182
3,0,0,0,6,1,2,128
7,0,0,0,6,0,0,182
18,1,0,0,2,3,2,128
19,0,0,0,4,0,1,97
13,0,0,0,5,3,1,97
0,0,1,0,1,0,1,97
16,0,0,0,1,1,3,188
3,0,0,0,1,0,0,182
11,0,0,0,4,2,1,97
2,1,0,0,3,1,1,97
16,0,0,0,1,2,2,128
13,0,0,0,5,0,0,182
9,0,0,0,6,3,3,188
3,1,0,0,3,3,1,97
8,0,0,0,4,2,0,182
15,0,0,0,5,0,0,182
10,0,0,0,6,0,0,182
9,0,0,0,1,1,2,128
7,1,0,1,3,3,1,97
11,0,0,0,0,2,2,128
7,0,0,0,1,0,1,97
7,0,0,0,4,2,2,128
21,1,0,0,2,1,3,188
20,1,0,0,3,1,1,97
23,1,1,0,3,1,3,188
5,1,1,1,2,2,3,188
12,0,0,0,5,0,1,97
7,1,1,0,3,2,0,182
21,0,0,0,5,0,0,182
19,0,1,0,6,3,0,182
21,0,0,0,4,2,3,188
0,0,0,0,0,1,1,97
3,1,0,0,3,2,3,188
20,0,0,0,1,0,0,182
1,1,0,0,3,3,2,128
9,0,0,0,0,2,2,128
12,1,0,0,2,0,1,97
23,0,0,0,6,2,1,97
5,0,0,0,5,0,2,128
13,0,1,0,0,1,2,128
13,0,0,0,1,0,1,97
2,0,1,0,1,0,0,182
22,0,1,0,0,2,0,182
8,0,0,0,4,0,1,97
21,0,0,0,5,0,0,182
1,0,0,0,5,2,3,188
8,1,0,0,3,3,0,182
19,1,0,0,3,0,3,188
8,0,0,0,6,0,0,182
21,0,1,0,1,0,0,182
0,0,0,0,6,0,2,128
4,0,0,0,6,3,2,128
7,0,1,0,0,0,2,128
3,0,0,0,5,1,2,128
5,0,0,0,0,3,2,128
9,0,0,0,0,2,0,182
14,1,0,0,3,0,2,128
4,0,0,0,5,3,2,128
0,1,0,0,3,2,1,97
20,0,0,0,6,1,2,128
21,1,1,0,3,3,1,97
19,0,0,0,6,2,3,188
19,1,0,0,3,0,0,182
23,0,0,0,1,0,1,97
14,0,0,0,6,3,0,182
8,0,0,0,0,1,3,188
10,1,0,0,3,0,3,188
7,1,0,0,2,2,0,182
7,0,0,0,4,1,0,182
17,0,0,0,6,1,3,188
10,0,0,0,1,2,1,97
21,0,0,0,1,1,1,97
18,0,0,0,0,2,1,97
16,0,0,0,6,3,1,97
19,0,0,0,1,3,3,188
14,0,0,0,5,1,0,182
19,1,0,0,3,3,2,128
12,0,0,0,5,2,3,188
0,0,0,0,1,3,0,182
15,0,0,0,1,1,1,97
6,1,0,0,3,3,1,97
8,0,0,0,1,0,0,182
9,0,0,0,4,2,3,188
14,0,0,0,6,0,3,188
2,0,0,0,0,0,1,97
13,0,0,0,5,0,0,182
12,1,0,0,3,1,3,188
7,1,0,0,3,2,0,182
14,0,0,0,6,3,2,128
17,0,0,0,4,3,2,128
9,0,0,0,4,2,1,97
14,0,0,0,0,2,3,188
11,0,0,0,6,3,3,188
11,0,0,0,6,3,0,182
22,0,0,0,4,3,2,128
8,0,0,0,5,0,0,182
16,1,0,0,3,1,3,188
11,0,0,0,4,2,3,188
11,0,0,0,1,2,0,182
14,0,0,0,1,0,3,188
7,0,0,0,6,1,3,188
22,0,1,0,5,1,1,97
21,0,0,0,5,2,3,188
14,0,0,0,6,2,0,182
7,1,0,0,2,3,0,182
7,1,0,0,3,0,1,97
3,0,0,0,5,1,3,188
1,0,0,0,1,3,1,97
23,0,0,0,1,1,0,182
11,1,0,0,2,2,0,182
16,0,0,0,5,3,2,128
9,0,0,0,0,3,1,97
3,0,0,0,0,2,2,128
21,0,0,0,0,2,3,188
2,1,0,0,3,1,3,188
9,0,1,0,6,1,2,128
15,0,0,0,6,3,2,128
7,0,0,0,0,2,2,128
21,0,0,0,6,3,1,97
0,0,0,0,0,2,1,97
15,1,0,1,2,3,1,97
0,0,0,0,1,0,1,97
12,0,0,0,0,3,2,128
3,0,0,0,5,3,0,182
7,1,0,0,2,0,1,97
22,1,1,0,2,2,0,182
2,0,1,0,4,0,3,188
11,0,0,0,0,2,1,97
5,0,0,0,4,3,3,188
12,1,0,0,3,0,0,182
6,0,0,0,0,1,0,182
8,0,0,0,6,2,3,188
23,0,0,0,0,2,1,97
23,0,0,0,0,2,0,182
20,1,0,0,2,3,1,97
10,1,0,0,3,0,2,128
16,0,0,0,4,0,3,188
13,1,1,0,2,1,0,182
14,0,1,1,6,0,0,182
23,1,0,0,2,2,2,128
23,0,0,0,6,0,2,128
12,0,1,0,5,2,1,97
23,0,0,0,5,2,2,128
23,0,1,0,4,0,3,188
23,0,0,0,6,3,2,128
8,0,0,0,0,1,2,128
4,0,0,0,1,3,2,128
9,0,0,1,0,2,3,188
22,0,1,0,4,1,0,182
2,0,0,0,4,1,1,97
10,0,0,0,6,1,2,128
14,0,0,0,1,2,2,128
17,1,0,0,2,3,0,182
3,0,0,0,1,1,1,97
9,0,0,0,6,2,0,182
8,0,0,0,5,0,1,97
15,0,0,0,4,1,3,188
4,0,0,0,5,1,1,97
8,0,0,0,6,0,3,188
21,0,0,0,6,0,2,128
14,1,0,0,2,0,1,97
11,0,1,1,5,3,2,128
19,0,1,0,1,2,1,97
1,0,0,0,0,3,1,97
16,0,0,0,4,1,1,97
1,0,1,0,5,1,2,128
6,1,0,0,2,2,1,97
7,0,0,0,5,0,1,97
17,0,0,0,6,1,2,128
7,0,0,0,4,0,3,188
21,0,0,0,0,0,2,128
4,0,0,0,1,0,1,97
6,0,1,0,0,2,0,182
19,0,1,0,4,1,3,188
20,1,0,0,3,0,2,128
16,0,0,0,6,1,2,128
3,0,0,0,4,2,0,182
1,0,0,0,4,0,1,97
5,0,0,0,5,3,1,97
4,0,0,0,5,3,3,188
4,1,0,0,2,3,3,188
19,0,0,0,1,2,1,97
0,0,0,0,1,2,1,97
23,0,0,0,5,0,2,128
5,1,0,0,3,0,0,182
10,0,0,0,1,1,2,128
13,0,0,0,6,3,0,182
2,0,0,0,5,0,0,182
21,0,0,0,5,3,0,182
12,0,0,0,0,0,0,182
0,1,0,0,3,1,2,128
16,1,0,0,3,3,0,182
16,0,0,0,1,2,3,188
6,0,0,0,6,1,2,128
0,1,0,0,2,3,1,97
20,0,0,0,6,0,0,182
23,0,0,0,5,0,3,188
2,1,0,0,3,3,0,182
15,0,0,0,5,1,1,97
4,1,0,0,2,1,2,128
20,0,0,1,5,1,3,188
23,0,0,0,4,0,1,97
17,1,0,0,3,3,0,182
12,0,0,0,0,3,0,182
6,0,1,0,4,2,0,182
20,0,0,0,5,2,3,188
20,0,0,0,1,0,3,188
12,0,1,0,1,1,0,182
6,1,0,0,3,2,0,182
7,1,0,1,2,0,2,128
2,0,0,0,6,2,2,128
16,0,0,0,0,0,0,182
20,0,0,0,1,0,1,97
4,0,1,0,4,2,3,188
15,0,0,0,5,0,2,128
0,0,0,0,6,2,1,97
19,1,0,0,3,1,1,97
14,0,0,0,6,0,2,128
4,0,1,0,0,1,2,128
20,0,1,0,5,1,2,128
11,0,0,0,6,1,1,97
14,0,0,0,4,3,3,188
20,1,0,0,2,3,2,128
4,1,1,1,3,0,0,182
10,0,0,0,0,0,2,128
0,1,0,0,2,1,1,97
23,0,0,0,0,2,3,188
16,0,0,0,5,2,3,188
14,0,0,0,4,1,1,97
6,0,0,0,6,1,2,128
20,1,0,0,3,1,0,182
22,1,0,0,2,3,2,128
8,1,0,0,3,0,1,97
2,1,0,0,2,0,2,128
14,0,0,0,5,1,0,182
8,0,0,0,1,0,2,128
15,1,0,0,3,2,2,128
17,0,0,0,0,0,0,182
5,0,0,0,6,1,2,128
11,0,0,0,6,0,2,128
19,1,1,0,3,0,2,128
19,0,1,0,5,0,3,188
8,1,0,0,2,3,2,128
10,1,0,0,3,1,3,188
12,0,0,0,4,2,3,188
9,1,0,0,2,2,1,97
10,1,0,0,3,1,3,188
11,1,0,0,2,1,2,128
17,0,1,0,0,1,2,128
20,0,0,0,5,2,3,188
16,0,0,0,4,3,2,128
9,0,0,0,0,1,0,182
21,0,0,0,1,2,3,188
11,0,0,0,0,2,1,97
19,0,0,0,5,3,3,188
1,0,1,0,1,1,2,128
11,1,0,0,3,3,0,182
18,0,0,0,1,2,0,182
8,0,0,0,0,3,2,128
3,0,0,0,6,1,0,182
12,1,0,0,3,2,1,97
0,0,0,0,6,0,1,97
0,1,0,0,2,0,0,182
12,1,0,1,3,1,2,128
0,0,0,0,0,0,2,128
20,0,0,0,4,2,3,188
11,0,0,0,4,2,1,97
9,0,1,0,0,2,0,182
6,1,0,0,2,0,0,182
8,1,1,0,3,1,0,182
14,0,0,0,6,3,0,182
15,1,0,0,3,0,3,188
1,0,0,0,0,1,1,97
10,0,0,0,6,2,1,97
11,0,0,0,1,2,0,182
14,0,0,0,6,3,3,188
22,0,0,0,5,1,3,188
17,0,0,0,1,1,2,128
5,0,0,0,1,2,1,97
13,0,0,0,6,1,0,182
14,0,0,0,4,3,0,182
19,0,0,0,6,2,1,97
13,1,0,0,2,0,3,188
17,0,0,0,1,2,1,97
0,0,0,0,1,1,0,182
0,0,1,0,5,3,0,182
10,1,0,0,2,2,0,182
4,0,0,0,6,2,2,128
10,0,0,0,6,1,3,188
4,1,0,1,2,0,2,128
17,0,0,0,1,2,2,128
2,1,0,0,3,0,0,182
4,1,0,1,2,2,0,182
7,1,0,0,3,3,3,188
9,0,0,0,4,2,3,188
21,1,1,0,2,2,0,182
7,1,0,0,2,1,1,97
12,0,0,0,6,3,0,182
9,0,0,0,4,3,2,128
10,0,0,0,4,2,2,128
21,0,0,1,4,1,0,182
8,0,0,0,1,0,1,97
8,0,0,0,0,1,2,128
21,1,0,0,2,2,0,182
8,0,0,0,1,3,0,182
22,1,0,0,3,2,1,97
20,0,0,0,1,0,3,188
17,0,1,0,5,1,1,97
5,1,0,0,2,2,2,128
4,0,0,0,0,0,0,182
10,0,0,0,1,0,2,128
11,0,0,0,5,1,2,128
8,0,0,0,0,0,2,128
2,0,0,0,1,0,0,182
11,0,0,0,4,0,1,97
22,0,0,0,6,3,0,182
2,1,0,0,2,2,0,182
23,1,1,0,3,3,3,188
19,0,0,0,0,1,1,97
21,0,0,0,6,0,3,188
2,0,0,0,1,2,1,97
6,0,1,0,1,2,0,182
13,0,0,0,6,1,3,188
22,1,0,0,2,1,3,188
8,0,0,0,6,2,2,128
21,1,0,0,3,0,0,182
6,1,0,0,3,1,3,188
16,0,0,0,4,0,2,128
0,1,0,0,2,0,3,188
17,0,0,0,1,1,0,182
12,0,1,0,0,1,2,128
23,0,0,1,6,1,0,182
23,0,0,0,5,0,1,97
21,1,0,0,2,2,2,128
18,0,0,0,6,0,3,188
20,0,0,0,0,2,2,128
8,0,0,0,0,2,1,97
4,0,0,0,4,2,1,97
4,0,0,0,6,2,1,97
8,1,0,0,2,1,2,128
1,0,1,0,1,2,0,182
4,0,0,0,0,2,0,182
18,1,0,0,2,3,0,182
19,1,0,0,2,3,0,182
4,0,0,0,0,2,3,188
13,0,1,0,6,3,1,97
13,0,0,0,0,0,3,188
14,0,0,0,5,2,1,97
2,0,0,0,4,1,3,188
22,0,0,0,6,0,0,182
4,0,0,0,1,0,1,97
20,0,0,0,5,0,0,182
8,0,0,0,4,1,0,182
17,0,0,0,1,3,0,182
20,0,0,0,1,3,3,188
10,1,0,0,3,2,3,188
18,0,1,0,0,3,3,188
12,1,0,0,2,0,1,97
19,0,1,0,0,2,3,188
15,0,0,0,1,2,0,182
11,0,0,0,4,1,1,97
18,1,0,0,2,2,3,188
12,0,1,0,6,2,0,182
10,0,0,0,4,2,1,97
5,0,0,0,6,0,3,188
15,0,0,0,5,1,0,182
18,0,0,0,6,2,0,182
10,0,0,0,5,2,2,128
21,1,1,0,3,2,0,182
0,0,1,0,6,2,0,182
17,0,0,0,1,1,2,128
3,0,1,0,0,2,2,128
8,0,0,0,4,3,0,182
4,0,0,0,1,2,2,128
19,0,0,0,5,0,2,128
21,1,0,0,3,2,0,182
7,0,0,0,5,0,1,97
11,0,1,0,1,1,3,188
7,1,0,0,2,0,2,128
2,0,0,0,1,1,2,128
8,0,1,0,4,1,1,97
3,0,0,0,0,3,1,97
14,0,0,0,4,1,1,97
15,0,0,0,5,1,1,97
6,0,0,1,0,2,3,188
2,0,0,0,0,3,1,97
18,0,0,0,1,3,3,188
12,0,0,0,0,0,2,128
5,0,0,0,6,0,3,188
19,0,0,0,0,1,3,188
8,0,0,0,0,1,1,97
23,0,0,0,0,1,1,97
19,0,0,0,6,2,2,128
6,1,0,0,2,3,0,182
3,0,0,0,4,3,1,97
13,0,0,0,4,3,1,97
14,0,0,0,4,3,0,182
18,0,0,0,5,2,2,128
20,0,0,0,4,2,0,182
17,0,0,0,1,2,3,188
13,0,1,0,0,3,0,182
19,1,0,0,3,3,3,188
20,0,0,0,4,3,3,188
10,0,0,0,4,1,3,188
3,0,0,0,0,2,1,97
16,0,0,0,5,1,1,97
20,0,0,0,1,1,2,128
8,0,1,0,5,2,1,97
19,1,0,0,3,1,1,97
21,0,0,0,0,1,3,188
21,1,0,0,3,3,1,97
2,0,0,0,4,2,2,128
13,0,0,0,0,0,2,128
3,1,0,0,3,2,3,188
8,0,0,0,5,1,2,128
3,1,0,0,3,0,3,188
3,1,0,0,2,2,2,128
12,1,0,0,2,1,0,182
17,0,0,0,5,0,3,188
5,0,0,0,1,1,1,97
3,0,0,0,5,0,0,182
19,0,0,0,0,1,2,128
18,0,0,0,0,2,1,97
5,0,0,0,0,2,2,128
18,0,0,0,1,1,2,128
12,0,1,0,6,2,2,128
17,0,0,0,1,2,0,182
21,0,0,0,5,1,0,182
14,1,0,0,3,1,2,128
